strike,rnd,timestamp
60000,0.00000001,2025-03-22 02:00:00+00:00
70000,0.00000375,2025-03-22 02:00:00+00:00
82000,0.00006998,2025-03-22 02:00:00+00:00
84000,0.00000000,2025-03-22 02:00:00+00:00
86000,0.00009178,2025-03-22 02:00:00+00:00
92000,0.00001452,2025-03-22 02:00:00+00:00
100000,0.00000000,2025-03-22 02:00:00+00:00
70000,0.00000000,2025-03-22 03:00:00+00:00
76000,0.00000823,2025-03-22 03:00:00+00:00
82000,0.00009916,2025-03-22 03:00:00+00:00
83000,0.00000000,2025-03-22 03:00:00+00:00
85000,0.00000000,2025-03-22 03:00:00+00:00
86000,0.00027960,2025-03-22 03:00:00+00:00
88000,0.00008145,2025-03-22 03:00:00+00:00
90000,0.00000676,2025-03-22 03:00:00+00:00
94000,0.00000037,2025-03-22 03:00:00+00:00
95000,0.00000001,2025-03-22 03:00:00+00:00
96000,0.00000000,2025-03-22 03:00:00+00:00
98000,0.00000000,2025-03-22 03:00:00+00:00
104000,0.00000000,2025-03-22 03:00:00+00:00
115000,0.00000000,2025-03-22 03:00:00+00:00
60000,0.00000000,2025-03-22 04:00:00+00:00
82000,0.00003788,2025-03-22 04:00:00+00:00
84000,0.00000000,2025-03-22 04:00:00+00:00
85000,0.00000000,2025-03-22 04:00:00+00:00
86000,0.00022623,2025-03-22 04:00:00+00:00
88000,0.00008652,2025-03-22 04:00:00+00:00
90000,0.00000472,2025-03-22 04:00:00+00:00
102000,0.00000000,2025-03-22 04:00:00+00:00
65000,0.00000000,2025-03-22 05:00:00+00:00
70000,0.00000381,2025-03-22 05:00:00+00:00
82000,0.00006716,2025-03-22 05:00:00+00:00
84000,0.00000000,2025-03-22 05:00:00+00:00
86000,0.00015283,2025-03-22 05:00:00+00:00
88000,0.00006269,2025-03-22 05:00:00+00:00
92000,0.00000150,2025-03-22 05:00:00+00:00
93000,0.00000000,2025-03-22 05:00:00+00:00
95000,0.00000000,2025-03-22 05:00:00+00:00
96000,0.00000000,2025-03-22 05:00:00+00:00
130000,0.00000000,2025-03-22 05:00:00+00:00
160000,0.00000000,2025-03-22 05:00:00+00:00
55000,0.00000000,2025-03-22 06:00:00+00:00
78000,0.00000231,2025-03-22 06:00:00+00:00
80000,0.00005058,2025-03-22 06:00:00+00:00
82000,0.00017037,2025-03-22 06:00:00+00:00
84000,0.00000000,2025-03-22 06:00:00+00:00
85000,0.00000000,2025-03-22 06:00:00+00:00
86000,0.00021412,2025-03-22 06:00:00+00:00
88000,0.00006230,2025-03-22 06:00:00+00:00
92000,0.00000817,2025-03-22 06:00:00+00:00
93000,0.00000053,2025-03-22 06:00:00+00:00
94000,0.00000017,2025-03-22 06:00:00+00:00
95000,0.00000000,2025-03-22 06:00:00+00:00
60000,0.00000000,2025-03-22 07:00:00+00:00
70000,0.00000000,2025-03-22 07:00:00+00:00
75000,0.00000000,2025-03-22 07:00:00+00:00
76000,0.00000000,2025-03-22 07:00:00+00:00
78000,0.00000010,2025-03-22 07:00:00+00:00
80000,0.00002361,2025-03-22 07:00:00+00:00
82000,0.00024569,2025-03-22 07:00:00+00:00
84000,0.00000000,2025-03-22 07:00:00+00:00
85000,0.00000000,2025-03-22 07:00:00+00:00
86000,0.00018865,2025-03-22 07:00:00+00:00
88000,0.00002022,2025-03-22 07:00:00+00:00
103000,0.00000080,2025-03-22 07:00:00+00:00
104000,0.00000000,2025-03-22 07:00:00+00:00
75000,0.00000000,2025-03-22 08:00:00+00:00
76000,0.00000065,2025-03-22 08:00:00+00:00
80000,0.00001280,2025-03-22 08:00:00+00:00
82000,0.00012603,2025-03-22 08:00:00+00:00
83000,0.00039105,2025-03-22 08:00:00+00:00
84000,0.00000000,2025-03-22 08:00:00+00:00
86000,0.00011190,2025-03-22 08:00:00+00:00
90000,0.00001463,2025-03-22 08:00:00+00:00
92000,0.00000011,2025-03-22 08:00:00+00:00
95000,0.00000000,2025-03-22 08:00:00+00:00
96000,0.00000000,2025-03-22 08:00:00+00:00
98000,0.00000000,2025-03-22 08:00:00+00:00
100000,0.00000000,2025-03-22 08:00:00+00:00
105000,0.00000000,2025-03-22 08:00:00+00:00
55000,0.00000000,2025-03-22 09:00:00+00:00
60000,0.00000000,2025-03-22 09:00:00+00:00
65000,0.00000000,2025-03-22 09:00:00+00:00
75000,0.00000000,2025-03-22 09:00:00+00:00
76000,0.00000000,2025-03-22 09:00:00+00:00
78000,0.00000001,2025-03-22 09:00:00+00:00
80000,0.00000492,2025-03-22 09:00:00+00:00
82000,0.00012553,2025-03-22 09:00:00+00:00
83000,0.00041052,2025-03-22 09:00:00+00:00
84000,0.00000000,2025-03-22 09:00:00+00:00
85000,0.00000000,2025-03-22 09:00:00+00:00
86000,0.00016683,2025-03-22 09:00:00+00:00
88000,0.00005621,2025-03-22 09:00:00+00:00
90000,0.00000851,2025-03-22 09:00:00+00:00
94000,0.00000061,2025-03-22 09:00:00+00:00
100000,0.00000001,2025-03-22 09:00:00+00:00
104000,0.00000000,2025-03-22 09:00:00+00:00
105000,0.00000000,2025-03-22 09:00:00+00:00
110000,0.00000000,2025-03-22 09:00:00+00:00
65000,0.00000000,2025-03-22 10:00:00+00:00
70000,0.00000048,2025-03-22 10:00:00+00:00
80000,0.00002174,2025-03-22 10:00:00+00:00
83000,0.00018638,2025-03-22 10:00:00+00:00
84000,0.00000000,2025-03-22 10:00:00+00:00
85000,0.00000000,2025-03-22 10:00:00+00:00
86000,0.00021116,2025-03-22 10:00:00+00:00
88000,0.00003526,2025-03-22 10:00:00+00:00
95000,0.00000099,2025-03-22 10:00:00+00:00
102000,0.00000000,2025-03-22 10:00:00+00:00
106000,0.00000000,2025-03-22 10:00:00+00:00
108000,0.00000000,2025-03-22 10:00:00+00:00
72000,0.00000000,2025-03-22 11:00:00+00:00
75000,0.00000366,2025-03-22 11:00:00+00:00
82000,0.00011387,2025-03-22 11:00:00+00:00
84000,0.00000000,2025-03-22 11:00:00+00:00
86000,0.00017630,2025-03-22 11:00:00+00:00
88000,0.00005413,2025-03-22 11:00:00+00:00
90000,0.00000327,2025-03-22 11:00:00+00:00
93000,0.00000003,2025-03-22 11:00:00+00:00
106000,0.00000000,2025-03-22 11:00:00+00:00
75000,0.00000000,2025-03-22 12:00:00+00:00
76000,0.00000409,2025-03-22 12:00:00+00:00
80000,0.00008105,2025-03-22 12:00:00+00:00
85000,0.00000000,2025-03-22 12:00:00+00:00
88000,0.00017507,2025-03-22 12:00:00+00:00
92000,0.00000350,2025-03-22 12:00:00+00:00
95000,0.00000002,2025-03-22 12:00:00+00:00
96000,0.00000000,2025-03-22 12:00:00+00:00
102000,0.00000000,2025-03-22 12:00:00+00:00
103000,0.00000000,2025-03-22 12:00:00+00:00
60000,0.00000000,2025-03-22 13:00:00+00:00
75000,0.00000019,2025-03-22 13:00:00+00:00
78000,0.00000507,2025-03-22 13:00:00+00:00
80000,0.00004054,2025-03-22 13:00:00+00:00
82000,0.00014090,2025-03-22 13:00:00+00:00
83000,0.00027963,2025-03-22 13:00:00+00:00
84000,0.00000000,2025-03-22 13:00:00+00:00
86000,0.00014289,2025-03-22 13:00:00+00:00
88000,0.00005578,2025-03-22 13:00:00+00:00
90000,0.00000745,2025-03-22 13:00:00+00:00
92000,0.00000054,2025-03-22 13:00:00+00:00
95000,0.00000000,2025-03-22 13:00:00+00:00
60000,0.00000000,2025-03-22 14:00:00+00:00
65000,0.00000000,2025-03-22 14:00:00+00:00
70000,0.00000000,2025-03-22 14:00:00+00:00
72000,0.00000002,2025-03-22 14:00:00+00:00
75000,0.00000009,2025-03-22 14:00:00+00:00
76000,0.00000057,2025-03-22 14:00:00+00:00
78000,0.00000449,2025-03-22 14:00:00+00:00
80000,0.00004054,2025-03-22 14:00:00+00:00
82000,0.00017911,2025-03-22 14:00:00+00:00
84000,0.00000000,2025-03-22 14:00:00+00:00
85000,0.00024145,2025-03-22 14:00:00+00:00
86000,0.00013668,2025-03-22 14:00:00+00:00
88000,0.00004417,2025-03-22 14:00:00+00:00
90000,0.00000700,2025-03-22 14:00:00+00:00
92000,0.00000027,2025-03-22 14:00:00+00:00
103000,0.00000001,2025-03-22 14:00:00+00:00
104000,0.00000000,2025-03-22 14:00:00+00:00
80000,0.00000000,2025-03-22 16:00:00+00:00
82000,0.00022216,2025-03-22 16:00:00+00:00
84000,0.00000000,2025-03-22 16:00:00+00:00
86000,0.00016079,2025-03-22 16:00:00+00:00
90000,0.00001612,2025-03-22 16:00:00+00:00
95000,0.00000020,2025-03-22 16:00:00+00:00
98000,0.00000000,2025-03-22 16:00:00+00:00
105000,0.00000000,2025-03-22 16:00:00+00:00
106000,0.00000000,2025-03-22 16:00:00+00:00
108000,0.00000000,2025-03-22 16:00:00+00:00
110000,0.00000000,2025-03-22 16:00:00+00:00
76000,0.00000000,2025-03-22 17:00:00+00:00
78000,0.00000077,2025-03-22 17:00:00+00:00
80000,0.00001885,2025-03-22 17:00:00+00:00
82000,0.00025077,2025-03-22 17:00:00+00:00
84000,0.00000000,2025-03-22 17:00:00+00:00
86000,0.00017293,2025-03-22 17:00:00+00:00
88000,0.00005214,2025-03-22 17:00:00+00:00
90000,0.00000107,2025-03-22 17:00:00+00:00
105000,0.00000000,2025-03-22 17:00:00+00:00
84000,0.00000000,2025-03-22 18:00:00+00:00
85000,0.00024514,2025-03-22 18:00:00+00:00
86000,0.00045148,2025-03-22 18:00:00+00:00
88000,0.00002550,2025-03-22 18:00:00+00:00
92000,0.00000046,2025-03-22 18:00:00+00:00
93000,0.00000000,2025-03-22 18:00:00+00:00
78000,0.00000000,2025-03-22 20:00:00+00:00
82000,0.00016925,2025-03-22 20:00:00+00:00
84000,0.00000000,2025-03-22 20:00:00+00:00
86000,0.00015864,2025-03-22 20:00:00+00:00
90000,0.00000544,2025-03-22 20:00:00+00:00
92000,0.00000001,2025-03-22 20:00:00+00:00
94000,0.00000000,2025-03-22 20:00:00+00:00
78000,0.00000000,2025-03-22 21:00:00+00:00
82000,0.00001998,2025-03-22 21:00:00+00:00
83000,0.00047695,2025-03-22 21:00:00+00:00
84000,0.00000000,2025-03-22 21:00:00+00:00
85000,0.00038843,2025-03-22 21:00:00+00:00
86000,0.00005645,2025-03-22 21:00:00+00:00
88000,0.00000000,2025-03-22 21:00:00+00:00
80000,0.00000000,2025-03-22 23:00:00+00:00
82000,0.00015685,2025-03-22 23:00:00+00:00
83000,0.00021730,2025-03-22 23:00:00+00:00
84000,0.00000000,2025-03-22 23:00:00+00:00
85000,0.00034674,2025-03-22 23:00:00+00:00
86000,0.00007159,2025-03-22 23:00:00+00:00
90000,0.00000716,2025-03-22 23:00:00+00:00
92000,0.00000005,2025-03-22 23:00:00+00:00
100000,0.00000000,2025-03-22 23:00:00+00:00
102000,0.00000000,2025-03-22 23:00:00+00:00
60000,0.00000000,2025-03-23 00:00:00+00:00
65000,0.00000000,2025-03-23 00:00:00+00:00
72000,0.00000181,2025-03-23 00:00:00+00:00
82000,0.00004368,2025-03-23 00:00:00+00:00
83000,0.00025796,2025-03-23 00:00:00+00:00
84000,0.00000000,2025-03-23 00:00:00+00:00
85000,0.00024808,2025-03-23 00:00:00+00:00
86000,0.00005958,2025-03-23 00:00:00+00:00
93000,0.00000000,2025-03-23 00:00:00+00:00
70000,0.00000000,2025-03-23 02:00:00+00:00
76000,0.00000013,2025-03-23 02:00:00+00:00
78000,0.00001102,2025-03-23 02:00:00+00:00
82000,0.00010637,2025-03-23 02:00:00+00:00
83000,0.00041735,2025-03-23 02:00:00+00:00
84000,0.00000000,2025-03-23 02:00:00+00:00
88000,0.00009130,2025-03-23 02:00:00+00:00
90000,0.00000357,2025-03-23 02:00:00+00:00
93000,0.00000006,2025-03-23 02:00:00+00:00
102000,0.00000000,2025-03-23 02:00:00+00:00
103000,0.00000000,2025-03-23 02:00:00+00:00
60000,0.00000000,2025-03-23 03:00:00+00:00
85000,0.00000000,2025-03-23 03:00:00+00:00
86000,0.00045052,2025-03-23 03:00:00+00:00
88000,0.00006290,2025-03-23 03:00:00+00:00
96000,0.00000194,2025-03-23 03:00:00+00:00
98000,0.00000000,2025-03-23 03:00:00+00:00
100000,0.00000000,2025-03-23 03:00:00+00:00
102000,0.00000000,2025-03-23 03:00:00+00:00
103000,0.00000000,2025-03-23 03:00:00+00:00
80000,0.00000000,2025-03-23 04:00:00+00:00
82000,0.00008902,2025-03-23 04:00:00+00:00
85000,0.00000000,2025-03-23 04:00:00+00:00
86000,0.00018098,2025-03-23 04:00:00+00:00
93000,0.00000669,2025-03-23 04:00:00+00:00
102000,0.00000000,2025-03-23 04:00:00+00:00
75000,0.00000000,2025-03-23 05:00:00+00:00
78000,0.00000066,2025-03-23 05:00:00+00:00
80000,0.00001941,2025-03-23 05:00:00+00:00
82000,0.00024979,2025-03-23 05:00:00+00:00
84000,0.00000000,2025-03-23 05:00:00+00:00
85000,0.00011515,2025-03-23 05:00:00+00:00
88000,0.00004545,2025-03-23 05:00:00+00:00
95000,0.00000032,2025-03-23 05:00:00+00:00
103000,0.00000000,2025-03-23 05:00:00+00:00
70000,0.00000000,2025-03-23 06:00:00+00:00
78000,0.00001448,2025-03-23 06:00:00+00:00
82000,0.00027811,2025-03-23 06:00:00+00:00
83000,0.00000000,2025-03-23 06:00:00+00:00
88000,0.00004588,2025-03-23 06:00:00+00:00
92000,0.00000227,2025-03-23 06:00:00+00:00
98000,0.00000000,2025-03-23 06:00:00+00:00
100000,0.00000000,2025-03-23 06:00:00+00:00
65000,0.00000000,2025-03-23 07:00:00+00:00
72000,0.00000001,2025-03-23 07:00:00+00:00
76000,0.00000070,2025-03-23 07:00:00+00:00
80000,0.00001979,2025-03-23 07:00:00+00:00
82000,0.00013813,2025-03-23 07:00:00+00:00
83000,0.00033097,2025-03-23 07:00:00+00:00
84000,0.00000000,2025-03-23 07:00:00+00:00
85000,0.00000000,2025-03-23 07:00:00+00:00
86000,0.00008881,2025-03-23 07:00:00+00:00
94000,0.00000000,2025-03-23 07:00:00+00:00
60000,0.00000000,2025-03-23 08:00:00+00:00
75000,0.00000000,2025-03-23 08:00:00+00:00
76000,0.00000001,2025-03-23 08:00:00+00:00
78000,0.00012285,2025-03-23 08:00:00+00:00
84000,0.00000000,2025-03-23 08:00:00+00:00
85000,0.00000000,2025-03-23 08:00:00+00:00
90000,0.00014030,2025-03-23 08:00:00+00:00
92000,0.00000726,2025-03-23 08:00:00+00:00
94000,0.00000071,2025-03-23 08:00:00+00:00
100000,0.00000003,2025-03-23 08:00:00+00:00
106000,0.00000000,2025-03-23 08:00:00+00:00
110000,0.00000000,2025-03-23 08:00:00+00:00
60000,0.00000000,2025-03-23 09:00:00+00:00
75000,0.00000006,2025-03-23 09:00:00+00:00
76000,0.00000090,2025-03-23 09:00:00+00:00
78000,0.00000496,2025-03-23 09:00:00+00:00
80000,0.00005404,2025-03-23 09:00:00+00:00
83000,0.00020226,2025-03-23 09:00:00+00:00
84000,0.00000000,2025-03-23 09:00:00+00:00
85000,0.00000000,2025-03-23 09:00:00+00:00
86000,0.00014619,2025-03-23 09:00:00+00:00
90000,0.00002344,2025-03-23 09:00:00+00:00
93000,0.00000055,2025-03-23 09:00:00+00:00
94000,0.00000003,2025-03-23 09:00:00+00:00
95000,0.00000001,2025-03-23 09:00:00+00:00
96000,0.00000000,2025-03-23 09:00:00+00:00
60000,0.00000000,2025-03-23 10:00:00+00:00
75000,0.00000076,2025-03-23 10:00:00+00:00
80000,0.00002663,2025-03-23 10:00:00+00:00
82000,0.00015102,2025-03-23 10:00:00+00:00
83000,0.00032086,2025-03-23 10:00:00+00:00
84000,0.00000000,2025-03-23 10:00:00+00:00
86000,0.00006503,2025-03-23 10:00:00+00:00
88000,0.00009519,2025-03-23 10:00:00+00:00
90000,0.00001423,2025-03-23 10:00:00+00:00
92000,0.00000072,2025-03-23 10:00:00+00:00
98000,0.00000000,2025-03-23 10:00:00+00:00
60000,0.00000000,2025-03-23 11:00:00+00:00
75000,0.00000004,2025-03-23 11:00:00+00:00
76000,0.00000063,2025-03-23 11:00:00+00:00
78000,0.00000338,2025-03-23 11:00:00+00:00
80000,0.00002474,2025-03-23 11:00:00+00:00
82000,0.00009949,2025-03-23 11:00:00+00:00
83000,0.00023488,2025-03-23 11:00:00+00:00
84000,0.00000000,2025-03-23 11:00:00+00:00
85000,0.00000000,2025-03-23 11:00:00+00:00
86000,0.00023911,2025-03-23 11:00:00+00:00
88000,0.00008557,2025-03-23 11:00:00+00:00
90000,0.00000690,2025-03-23 11:00:00+00:00
96000,0.00000024,2025-03-23 11:00:00+00:00
98000,0.00000000,2025-03-23 11:00:00+00:00
100000,0.00000000,2025-03-23 11:00:00+00:00
75000,0.00000000,2025-03-23 12:00:00+00:00
82000,0.00007835,2025-03-23 12:00:00+00:00
84000,0.00010094,2025-03-23 12:00:00+00:00
85000,0.00000000,2025-03-23 12:00:00+00:00
86000,0.00017534,2025-03-23 12:00:00+00:00
88000,0.00007662,2025-03-23 12:00:00+00:00
90000,0.00002614,2025-03-23 12:00:00+00:00
92000,0.00000891,2025-03-23 12:00:00+00:00
94000,0.00000309,2025-03-23 12:00:00+00:00
96000,0.00000086,2025-03-23 12:00:00+00:00
100000,0.00000012,2025-03-23 12:00:00+00:00
110000,0.00000000,2025-03-23 12:00:00+00:00
140000,0.00000000,2025-03-23 12:00:00+00:00
55000,0.00000000,2025-03-23 13:00:00+00:00
60000,0.00000000,2025-03-23 13:00:00+00:00
65000,0.00000000,2025-03-23 13:00:00+00:00
70000,0.00000000,2025-03-23 13:00:00+00:00
75000,0.00000000,2025-03-23 13:00:00+00:00
76000,0.00000000,2025-03-23 13:00:00+00:00
78000,0.00000000,2025-03-23 13:00:00+00:00
80000,0.00000002,2025-03-23 13:00:00+00:00
82000,0.00001126,2025-03-23 13:00:00+00:00
83000,0.00018466,2025-03-23 13:00:00+00:00
84000,0.00041513,2025-03-23 13:00:00+00:00
85000,0.00000000,2025-03-23 13:00:00+00:00
86000,0.00013160,2025-03-23 13:00:00+00:00
88000,0.00007606,2025-03-23 13:00:00+00:00
90000,0.00001022,2025-03-23 13:00:00+00:00
94000,0.00000117,2025-03-23 13:00:00+00:00
95000,0.00000011,2025-03-23 13:00:00+00:00
96000,0.00000002,2025-03-23 13:00:00+00:00
100000,0.00000000,2025-03-23 13:00:00+00:00
103000,0.00000000,2025-03-23 13:00:00+00:00
75000,0.00000000,2025-03-23 14:00:00+00:00
78000,0.00000001,2025-03-23 14:00:00+00:00
80000,0.00000087,2025-03-23 14:00:00+00:00
82000,0.00002023,2025-03-23 14:00:00+00:00
83000,0.00017103,2025-03-23 14:00:00+00:00
84000,0.00028592,2025-03-23 14:00:00+00:00
85000,0.00000000,2025-03-23 14:00:00+00:00
86000,0.00027143,2025-03-23 14:00:00+00:00
88000,0.00004960,2025-03-23 14:00:00+00:00
90000,0.00000224,2025-03-23 14:00:00+00:00
92000,0.00000007,2025-03-23 14:00:00+00:00
93000,0.00000000,2025-03-23 14:00:00+00:00
98000,0.00000000,2025-03-23 14:00:00+00:00
60000,0.00000000,2025-03-23 15:00:00+00:00
65000,0.00000001,2025-03-23 15:00:00+00:00
76000,0.00000011,2025-03-23 15:00:00+00:00
78000,0.00000186,2025-03-23 15:00:00+00:00
80000,0.00001460,2025-03-23 15:00:00+00:00
82000,0.00006565,2025-03-23 15:00:00+00:00
83000,0.00017689,2025-03-23 15:00:00+00:00
84000,0.00029075,2025-03-23 15:00:00+00:00
85000,0.00000000,2025-03-23 15:00:00+00:00
86000,0.00006835,2025-03-23 15:00:00+00:00
88000,0.00012158,2025-03-23 15:00:00+00:00
90000,0.00002395,2025-03-23 15:00:00+00:00
92000,0.00000376,2025-03-23 15:00:00+00:00
93000,0.00000069,2025-03-23 15:00:00+00:00
94000,0.00000008,2025-03-23 15:00:00+00:00
100000,0.00000001,2025-03-23 15:00:00+00:00
102000,0.00000000,2025-03-23 15:00:00+00:00
110000,0.00000000,2025-03-23 15:00:00+00:00
60000,0.00000000,2025-03-23 16:00:00+00:00
70000,0.00000001,2025-03-23 16:00:00+00:00
75000,0.00000008,2025-03-23 16:00:00+00:00
76000,0.00000121,2025-03-23 16:00:00+00:00
80000,0.00001202,2025-03-23 16:00:00+00:00
82000,0.00010008,2025-03-23 16:00:00+00:00
84000,0.00026644,2025-03-23 16:00:00+00:00
85000,0.00000000,2025-03-23 16:00:00+00:00
86000,0.00000678,2025-03-23 16:00:00+00:00
88000,0.00014253,2025-03-23 16:00:00+00:00
90000,0.00002888,2025-03-23 16:00:00+00:00
92000,0.00000293,2025-03-23 16:00:00+00:00
95000,0.00000013,2025-03-23 16:00:00+00:00
100000,0.00000000,2025-03-23 16:00:00+00:00
105000,0.00000000,2025-03-23 16:00:00+00:00
76000,0.00000000,2025-03-23 17:00:00+00:00
80000,0.00000983,2025-03-23 17:00:00+00:00
83000,0.00009896,2025-03-23 17:00:00+00:00
84000,0.00028990,2025-03-23 17:00:00+00:00
85000,0.00000000,2025-03-23 17:00:00+00:00
86000,0.00020597,2025-03-23 17:00:00+00:00
88000,0.00007310,2025-03-23 17:00:00+00:00
90000,0.00000206,2025-03-23 17:00:00+00:00
110000,0.00000000,2025-03-23 17:00:00+00:00
60000,0.00000000,2025-03-23 18:00:00+00:00
72000,0.00000001,2025-03-23 18:00:00+00:00
75000,0.00000026,2025-03-23 18:00:00+00:00
78000,0.00000246,2025-03-23 18:00:00+00:00
